flight_number,date_utc,year,rocket,payload_mass_kg,orbit,launch_site,reused,flights,gridfins,legs,landing_success,success,upcoming
857,2024-02-07T00:00:00.000Z,2024,Falcon 9,5479.954049228981,GTO,VAFB SLC 4E,True,11,True,True,True,True,False
858,2024-02-07T00:00:00.000Z,2024,Falcon 9,,LEO,KSC LC 39A,True,8,True,True,True,True,False
859,2024-02-08T00:00:00.000Z,2024,Falcon 9,3383.9346073836823,ISS,KSC LC 39A,True,12,True,True,True,True,False
860,2024-02-11T00:00:00.000Z,2024,Falcon 9,2037.4802967427731,ISS,CCSFS SLC 40,True,10,True,True,True,True,False
861,2024-02-12T00:00:00.000Z,2024,Falcon 9,1470.250793509269,ISS,CCSFS SLC 40,True,9,True,True,True,True,False
862,2024-02-13T00:00:00.000Z,2024,Falcon 9,50.0,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
863,2024-02-13T00:00:00.000Z,2024,Falcon 9,1060.7021135968978,SSO,KSC LC 39A,True,8,True,True,True,True,False
864,2024-02-13T00:00:00.000Z,2024,Falcon 9,,VLEO,CCSFS SLC 40,True,2,True,True,True,True,False
865,2024-02-14T00:00:00.000Z,2024,Falcon 9,2622.5325553729813,ISS,VAFB SLC 4E,True,3,True,True,True,True,False
866,2024-02-14T00:00:00.000Z,2024,Falcon 9,2074.3162251762224,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
867,2024-02-14T00:00:00.000Z,2024,Falcon 9,7704.661931510361,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
868,2024-02-15T00:00:00.000Z,2024,Falcon 9,4934.867002293863,GTO,VAFB SLC 4E,True,8,True,True,True,True,False
869,2024-02-17T00:00:00.000Z,2024,Falcon 9,868.8775903377036,SSO,CCSFS SLC 40,True,4,True,True,True,True,False
870,2024-02-17T00:00:00.000Z,2024,Falcon 9,4250.944298959084,MEO,CCSFS SLC 40,True,10,True,True,True,True,False
871,2024-02-20T00:00:00.000Z,2024,Falcon 9,3558.0953863358454,ISS,CCSFS SLC 40,True,9,True,True,True,True,False
872,2024-02-24T00:00:00.000Z,2024,Falcon 9,3793.327868027962,MEO,VAFB SLC 4E,True,3,False,False,,True,False
873,2024-02-26T00:00:00.000Z,2024,Falcon 9,7595.993376479573,LEO,KSC LC 39A,True,7,True,True,True,True,False
874,2024-02-26T00:00:00.000Z,2024,Falcon 9,,LEO,KSC LC 39A,True,7,True,True,True,True,False
875,2024-02-28T00:00:00.000Z,2024,Falcon 9,995.2672237438162,SSO,CCSFS SLC 40,True,12,True,True,True,True,False
876,2024-03-02T00:00:00.000Z,2024,Falcon 9,7753.841831516602,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
877,2024-03-02T00:00:00.000Z,2024,Falcon 9,,LEO,CCSFS SLC 40,True,4,True,True,True,True,False
878,2024-03-03T00:00:00.000Z,2024,Falcon 9,715.0659885945295,SSO,CCSFS SLC 40,True,5,True,True,True,True,False
879,2024-03-04T00:00:00.000Z,2024,Falcon 9,10889.577332830326,LEO,KSC LC 39A,False,1,True,True,True,False,False
880,2024-03-04T00:00:00.000Z,2024,Falcon 9,11439.67533354322,LEO,CCSFS SLC 40,True,9,True,True,True,True,False
881,2024-03-04T00:00:00.000Z,2024,Falcon 9,5396.726132478794,GTO,KSC LC 39A,True,12,True,True,True,True,False
882,2024-03-06T00:00:00.000Z,2024,Falcon 9,16070.190693666731,VLEO,CCSFS SLC 40,True,4,False,False,,True,False
883,2024-03-06T00:00:00.000Z,2024,Falcon 9,3830.600999792822,LEO,VAFB SLC 4E,True,6,True,True,True,True,False
884,2024-03-07T00:00:00.000Z,2024,Falcon Heavy,2074.685553299149,PO,KSC LC 39A,True,7,True,True,True,True,False
885,2024-03-07T00:00:00.000Z,2024,Falcon 9,4599.589776086634,LEO,KSC LC 39A,True,4,True,True,True,True,False
886,2024-03-08T00:00:00.000Z,2024,Falcon 9,467.24717191054924,SSO,VAFB SLC 4E,True,4,True,True,True,True,False
887,2024-03-09T00:00:00.000Z,2024,Falcon 9,50.0,LEO,CCSFS SLC 40,True,9,True,True,True,True,False
888,2024-03-09T00:00:00.000Z,2024,Falcon 9,8632.365410841083,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
889,2024-03-11T00:00:00.000Z,2024,Falcon 9,2204.446025626853,ISS,KSC LC 39A,True,12,True,True,True,True,False
890,2024-03-12T00:00:00.000Z,2024,Falcon 9,6343.772237768206,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
891,2024-03-14T00:00:00.000Z,2024,Falcon 9,7037.649795527385,LEO,CCSFS SLC 40,True,11,True,True,True,False,False
892,2024-03-15T00:00:00.000Z,2024,Falcon 9,7350.687336031846,LEO,CCSFS SLC 40,True,9,True,True,True,True,False
893,2024-03-16T00:00:00.000Z,2024,Falcon 9,9239.626749355026,LEO,KSC LC 39A,True,4,True,True,True,True,False
894,2024-03-16T00:00:00.000Z,2024,Falcon 9,11362.05457203399,LEO,VAFB SLC 4E,True,12,True,True,True,True,False
895,2024-03-16T00:00:00.000Z,2024,Falcon 9,8799.160026156165,LEO,KSC LC 39A,True,5,True,True,True,True,False
896,2024-03-17T00:00:00.000Z,2024,Falcon Heavy,2099.0807427737996,PO,KSC LC 39A,True,4,True,True,True,True,False
897,2024-03-18T00:00:00.000Z,2024,Falcon 9,1731.4214915811383,PO,CCSFS SLC 40,True,7,True,True,True,True,False
898,2024-03-19T00:00:00.000Z,2024,Falcon 9,4433.633762939385,LEO,CCSFS SLC 40,True,4,True,True,True,True,False
899,2024-03-19T00:00:00.000Z,2024,Falcon 9,2397.1872124731203,ISS,CCSFS SLC 40,False,1,True,True,True,True,False
900,2024-03-20T00:00:00.000Z,2024,Falcon 9,5653.988755090983,LEO,KSC LC 39A,False,1,True,True,True,True,False
901,2024-03-20T00:00:00.000Z,2024,Falcon Heavy,3681.3341225427243,GTO,KSC LC 39A,True,2,True,True,True,True,False
902,2024-03-20T00:00:00.000Z,2024,Falcon 9,1118.4614902488802,LEO,KSC LC 39A,True,10,True,True,True,True,False
903,2024-03-21T00:00:00.000Z,2024,Falcon 9,14386.651364686815,VLEO,KSC LC 39A,False,1,True,True,True,True,False
904,2024-03-22T00:00:00.000Z,2024,Falcon 9,4822.542377640644,MEO,CCSFS SLC 40,True,9,True,True,True,True,False
905,2024-03-23T00:00:00.000Z,2024,Falcon 9,4491.306090091937,MEO,CCSFS SLC 40,True,6,True,True,True,True,False
906,2024-03-23T00:00:00.000Z,2024,Falcon 9,6635.381567329946,GTO,KSC LC 39A,True,8,False,False,,True,False
907,2024-03-23T00:00:00.000Z,2024,Falcon 9,4876.131748471799,GTO,KSC LC 39A,True,11,True,True,True,True,False
908,2024-03-24T00:00:00.000Z,2024,Falcon 9,5591.638551792968,GTO,CCSFS SLC 40,True,5,True,True,True,False,False
909,2024-03-25T00:00:00.000Z,2024,Falcon 9,4291.520753311979,LEO,CCSFS SLC 40,True,2,True,True,True,True,False
910,2024-03-25T00:00:00.000Z,2024,Falcon Heavy,12611.956547719887,LEO,KSC LC 39A,True,8,True,True,True,True,False
911,2024-03-25T00:00:00.000Z,2024,Falcon Heavy,1520.488574798544,ISS,KSC LC 39A,False,1,True,True,True,True,False
912,2024-03-26T00:00:00.000Z,2024,Falcon 9,6569.514928544813,GTO,KSC LC 39A,True,10,True,True,True,True,False
913,2024-03-26T00:00:00.000Z,2024,Falcon 9,5731.105403362471,GTO,CCSFS SLC 40,True,10,True,True,True,True,False
914,2024-03-28T00:00:00.000Z,2024,Falcon 9,5638.046713360819,LEO,VAFB SLC 4E,True,3,True,True,True,True,False
915,2024-04-01T00:00:00.000Z,2024,Falcon 9,14141.251236028193,VLEO,CCSFS SLC 40,True,12,True,True,True,True,False
916,2024-04-01T00:00:00.000Z,2024,Falcon 9,5335.875136627489,GTO,CCSFS SLC 40,True,9,True,True,False,True,False
917,2024-04-02T00:00:00.000Z,2024,Falcon 9,4748.157740036767,GTO,KSC LC 39A,True,9,True,True,True,True,False
918,2024-04-02T00:00:00.000Z,2024,Falcon Heavy,1536.9664125976458,ISS,KSC LC 39A,False,1,True,True,True,True,False
919,2024-04-03T00:00:00.000Z,2024,Falcon 9,4971.678048039656,GTO,CCSFS SLC 40,True,8,True,True,True,True,False
920,2024-04-03T00:00:00.000Z,2024,Falcon 9,1783.3807115653244,ISS,CCSFS SLC 40,True,8,True,True,True,True,False
921,2024-04-04T00:00:00.000Z,2024,Falcon 9,10183.864773784133,LEO,KSC LC 39A,True,9,True,True,True,True,False
922,2024-04-05T00:00:00.000Z,2024,Falcon 9,4153.14349498549,GTO,CCSFS SLC 40,True,7,False,False,,True,False
923,2024-04-06T00:00:00.000Z,2024,Falcon 9,6572.434252764309,GTO,VAFB SLC 4E,True,9,True,True,True,True,False
924,2024-04-06T00:00:00.000Z,2024,Falcon 9,7939.628958838361,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
925,2024-04-07T00:00:00.000Z,2024,Falcon 9,,LEO,KSC LC 39A,True,11,True,True,True,True,False
926,2024-04-07T00:00:00.000Z,2024,Falcon 9,9843.880488304803,LEO,CCSFS SLC 40,True,10,True,True,True,True,False
927,2024-04-08T00:00:00.000Z,2024,Falcon 9,5397.458188123046,LEO,CCSFS SLC 40,True,6,True,True,True,True,False
928,2024-04-09T00:00:00.000Z,2024,Falcon 9,2159.740616198326,ISS,VAFB SLC 4E,True,3,True,True,True,True,False
929,2024-04-10T00:00:00.000Z,2024,Falcon 9,8573.131140454185,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
930,2024-04-11T00:00:00.000Z,2024,Falcon 9,5017.892475725595,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
931,2024-04-11T00:00:00.000Z,2024,Falcon 9,1397.5714095158628,SSO,KSC LC 39A,True,7,True,True,True,True,False
932,2024-04-13T00:00:00.000Z,2024,Falcon Heavy,6215.085746343419,GTO,KSC LC 39A,True,10,True,True,True,True,False
933,2024-04-14T00:00:00.000Z,2024,Falcon Heavy,2596.8435068620274,ISS,KSC LC 39A,True,8,True,True,True,True,False
934,2024-04-15T00:00:00.000Z,2024,Falcon 9,2426.112156943825,ISS,KSC LC 39A,True,3,True,True,True,True,False
935,2024-04-15T00:00:00.000Z,2024,Falcon 9,1686.9748534047592,PO,KSC LC 39A,True,5,True,True,True,True,False
936,2024-04-16T00:00:00.000Z,2024,Falcon 9,11586.24660512697,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
937,2024-04-17T00:00:00.000Z,2024,Falcon 9,,LEO,VAFB SLC 4E,True,3,True,True,True,True,False
938,2024-04-18T00:00:00.000Z,2024,Falcon Heavy,6510.386684999602,LEO,KSC LC 39A,True,5,True,True,True,True,False
939,2024-04-18T00:00:00.000Z,2024,Falcon 9,6746.553664343776,GTO,VAFB SLC 4E,True,6,True,True,True,True,False
940,2024-04-19T00:00:00.000Z,2024,Falcon 9,14948.261216002356,LEO,CCSFS SLC 40,True,3,True,True,True,True,False
941,2024-04-19T00:00:00.000Z,2024,Falcon 9,424.3399025398933,PO,CCSFS SLC 40,True,6,True,True,True,True,False
942,2024-04-26T00:00:00.000Z,2024,Falcon 9,9457.728389387083,LEO,KSC LC 39A,False,1,True,True,True,True,False
943,2024-04-27T00:00:00.000Z,2024,Falcon 9,5556.280071550394,GTO,CCSFS SLC 40,True,11,False,False,,True,False
944,2024-04-27T00:00:00.000Z,2024,Falcon 9,671.8775036674022,SSO,KSC LC 39A,True,6,True,True,True,True,False
945,2024-04-27T00:00:00.000Z,2024,Falcon 9,6841.154604905938,LEO,KSC LC 39A,True,10,True,True,True,True,False
946,2024-04-28T00:00:00.000Z,2024,Falcon 9,4658.478153299606,GTO,VAFB SLC 4E,True,4,True,True,False,True,False
947,2024-04-28T00:00:00.000Z,2024,Falcon 9,5340.687772531207,GTO,CCSFS SLC 40,True,6,True,True,True,True,False
948,2024-04-28T00:00:00.000Z,2024,Falcon 9,5405.087184948382,LEO,CCSFS SLC 40,True,2,True,True,False,True,False
949,2024-04-28T00:00:00.000Z,2024,Falcon 9,2468.5325401027,ISS,KSC LC 39A,True,12,True,True,True,True,False
950,2024-05-02T00:00:00.000Z,2024,Falcon 9,616.2163853874854,LEO,CCSFS SLC 40,True,3,True,True,True,True,False
951,2024-05-02T00:00:00.000Z,2024,Falcon 9,2892.194047351384,ISS,CCSFS SLC 40,True,6,True,True,True,True,False
952,2024-05-04T00:00:00.000Z,2024,Falcon 9,2497.488546620942,ISS,VAFB SLC 4E,True,4,True,True,True,True,False
953,2024-05-04T00:00:00.000Z,2024,Falcon 9,6383.569887565349,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
954,2024-05-05T00:00:00.000Z,2024,Falcon 9,50.0,SSO,VAFB SLC 4E,True,2,True,True,True,True,False
955,2024-05-07T00:00:00.000Z,2024,Falcon 9,12702.790995970057,LEO,VAFB SLC 4E,True,3,True,True,True,True,False
956,2024-05-07T00:00:00.000Z,2024,Falcon 9,50.0,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
957,2024-05-07T00:00:00.000Z,2024,Falcon 9,4455.754619444638,MEO,CCSFS SLC 40,False,1,True,True,True,True,False
958,2024-05-07T00:00:00.000Z,2024,Falcon 9,2142.811920002334,LEO,KSC LC 39A,True,5,True,True,True,True,False
959,2024-05-08T00:00:00.000Z,2024,Falcon 9,16607.08094729089,LEO,CCSFS SLC 40,True,10,True,True,True,False,False
960,2024-05-08T00:00:00.000Z,2024,Falcon 9,12516.481199320064,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
961,2024-05-10T00:00:00.000Z,2024,Falcon 9,1118.3368590922903,SSO,KSC LC 39A,True,6,True,True,True,True,False
962,2024-05-12T00:00:00.000Z,2024,Falcon 9,1628.5880915529046,PO,KSC LC 39A,True,8,True,True,True,True,False
963,2024-05-12T00:00:00.000Z,2024,Falcon 9,5847.502573252722,LEO,CCSFS SLC 40,True,3,True,True,True,True,False
964,2024-05-12T00:00:00.000Z,2024,Falcon 9,5716.828641210538,GTO,KSC LC 39A,True,7,True,True,False,False,False
965,2024-05-14T00:00:00.000Z,2024,Falcon 9,1694.0041378226413,ISS,CCSFS SLC 40,True,2,False,False,,True,False
966,2024-05-14T00:00:00.000Z,2024,Falcon 9,9946.13707460787,LEO,VAFB SLC 4E,True,6,False,False,,True,False
967,2024-05-14T00:00:00.000Z,2024,Falcon 9,1751.592425115528,PO,VAFB SLC 4E,False,1,True,True,True,True,False
968,2024-05-15T00:00:00.000Z,2024,Falcon 9,1994.6493472689172,SSO,CCSFS SLC 40,True,10,True,True,True,True,False
969,2024-05-15T00:00:00.000Z,2024,Falcon 9,6608.46174222282,LEO,VAFB SLC 4E,True,12,True,True,True,True,False
970,2024-05-18T00:00:00.000Z,2024,Falcon 9,7050.669742831934,LEO,CCSFS SLC 40,True,7,False,False,,True,False
971,2024-05-19T00:00:00.000Z,2024,Falcon 9,8795.544369934187,LEO,VAFB SLC 4E,True,6,True,True,True,True,False
972,2024-05-20T00:00:00.000Z,2024,Falcon 9,,PO,KSC LC 39A,True,8,True,True,True,True,False
973,2024-05-20T00:00:00.000Z,2024,Falcon 9,1971.893365591775,SSO,VAFB SLC 4E,False,1,True,True,True,True,False
974,2024-05-21T00:00:00.000Z,2024,Falcon 9,,SSO,CCSFS SLC 40,True,11,True,True,True,True,False
975,2024-05-23T00:00:00.000Z,2024,Falcon 9,50.0,LEO,KSC LC 39A,True,9,True,True,True,True,False
976,2024-05-24T00:00:00.000Z,2024,Falcon Heavy,16011.034803474295,VLEO,KSC LC 39A,True,9,True,True,True,True,False
977,2024-05-24T00:00:00.000Z,2024,Falcon 9,4083.318465690134,LEO,CCSFS SLC 40,True,5,False,False,,True,False
978,2024-05-24T00:00:00.000Z,2024,Falcon 9,1813.3965257127584,PO,KSC LC 39A,True,9,True,True,True,True,False
979,2024-05-26T00:00:00.000Z,2024,Falcon 9,,PO,CCSFS SLC 40,True,6,True,True,True,True,False
980,2024-05-26T00:00:00.000Z,2024,Falcon 9,4339.743144439956,LEO,VAFB SLC 4E,True,2,True,True,True,True,False
981,2024-05-26T00:00:00.000Z,2024,Falcon 9,2795.66539775188,LEO,VAFB SLC 4E,True,7,True,True,True,True,False
982,2024-05-28T00:00:00.000Z,2024,Falcon 9,2210.0615752207236,ISS,KSC LC 39A,True,5,True,True,True,True,False
983,2024-06-01T00:00:00.000Z,2024,Falcon 9,15290.31639111223,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
984,2024-06-01T00:00:00.000Z,2024,Falcon 9,10791.675772691111,LEO,VAFB SLC 4E,True,9,True,True,True,True,False
985,2024-06-02T00:00:00.000Z,2024,Falcon 9,1528.345753939127,ISS,CCSFS SLC 40,True,10,True,True,True,True,False
986,2024-06-02T00:00:00.000Z,2024,Falcon 9,4136.797017255018,MEO,CCSFS SLC 40,False,1,True,True,True,True,False
987,2024-06-03T00:00:00.000Z,2024,Falcon 9,1912.6153110706691,PO,KSC LC 39A,False,1,False,False,,True,False
988,2024-06-03T00:00:00.000Z,2024,Falcon 9,1955.16254060251,ISS,CCSFS SLC 40,False,1,True,True,True,True,False
989,2024-06-04T00:00:00.000Z,2024,Falcon 9,12961.09931465626,LEO,KSC LC 39A,True,9,True,True,True,True,False
990,2024-06-04T00:00:00.000Z,2024,Falcon Heavy,798.4674278607442,SSO,KSC LC 39A,True,8,True,True,True,True,False
991,2024-06-04T00:00:00.000Z,2024,Falcon Heavy,1783.4291582640108,LEO,KSC LC 39A,True,8,True,True,True,True,False
992,2024-06-04T00:00:00.000Z,2024,Falcon 9,4694.57275902848,MEO,CCSFS SLC 40,True,3,True,True,True,True,False
993,2024-06-06T00:00:00.000Z,2024,Falcon Heavy,12041.773057282804,LEO,KSC LC 39A,True,12,True,True,True,True,False
994,2024-06-06T00:00:00.000Z,2024,Falcon 9,4899.564537608467,GTO,CCSFS SLC 40,True,6,True,True,True,False,False
995,2024-06-09T00:00:00.000Z,2024,Falcon 9,12944.454300633377,LEO,CCSFS SLC 40,True,9,True,True,True,False,False
996,2024-06-09T00:00:00.000Z,2024,Falcon Heavy,3912.6262083894894,MEO,KSC LC 39A,True,9,True,True,True,True,False
997,2024-06-09T00:00:00.000Z,2024,Falcon 9,1023.0739895650745,SSO,CCSFS SLC 40,True,12,False,False,,True,False
998,2024-06-10T00:00:00.000Z,2024,Falcon 9,5877.118543472183,GTO,KSC LC 39A,True,11,True,True,True,True,False
999,2024-06-11T00:00:00.000Z,2024,Falcon 9,1265.707999097857,SSO,CCSFS SLC 40,True,12,True,True,True,True,False
1000,2024-06-15T00:00:00.000Z,2024,Falcon 9,4745.782737616883,GTO,VAFB SLC 4E,False,1,True,True,True,True,False
1001,2024-06-15T00:00:00.000Z,2024,Falcon 9,11588.142451397662,LEO,CCSFS SLC 40,True,7,True,True,False,True,False
1002,2024-06-15T00:00:00.000Z,2024,Falcon Heavy,4961.59563688024,MEO,KSC LC 39A,True,5,True,True,True,True,False
1003,2024-06-18T00:00:00.000Z,2024,Falcon 9,13690.429142021163,LEO,VAFB SLC 4E,True,6,True,True,True,True,False
1004,2024-06-18T00:00:00.000Z,2024,Falcon 9,3644.862356708597,MEO,VAFB SLC 4E,False,1,False,False,,True,False
1005,2024-06-18T00:00:00.000Z,2024,Falcon 9,2320.7624445681677,SSO,CCSFS SLC 40,True,9,True,True,True,True,False
1006,2024-06-19T00:00:00.000Z,2024,Falcon 9,5411.956211167511,GTO,KSC LC 39A,True,12,True,True,True,True,False
1007,2024-06-19T00:00:00.000Z,2024,Falcon 9,6147.34771322829,GTO,KSC LC 39A,True,6,True,True,True,True,False
1008,2024-06-19T00:00:00.000Z,2024,Falcon 9,4573.337434878331,GTO,CCSFS SLC 40,True,4,True,True,False,True,False
1009,2024-06-20T00:00:00.000Z,2024,Falcon 9,10942.765194153231,LEO,KSC LC 39A,True,4,True,True,True,True,False
1010,2024-06-21T00:00:00.000Z,2024,Falcon 9,2245.8051450040775,LEO,KSC LC 39A,True,4,True,True,True,True,False
1011,2024-06-21T00:00:00.000Z,2024,Falcon 9,9455.592729277747,LEO,KSC LC 39A,False,1,False,False,,True,False
1012,2024-06-25T00:00:00.000Z,2024,Falcon 9,2554.555605087086,ISS,CCSFS SLC 40,True,8,True,True,True,True,False
1013,2024-06-27T00:00:00.000Z,2024,Falcon 9,,LEO,VAFB SLC 4E,True,2,True,True,True,True,False
1014,2024-06-27T00:00:00.000Z,2024,Falcon 9,1516.4223822121023,SSO,KSC LC 39A,False,1,True,True,True,True,False
1015,2024-06-28T00:00:00.000Z,2024,Falcon 9,4070.0723456350647,MEO,CCSFS SLC 40,True,2,True,True,True,True,False
1016,2024-07-01T00:00:00.000Z,2024,Falcon 9,1064.763445423056,PO,KSC LC 39A,True,9,True,True,True,True,False
1017,2024-07-01T00:00:00.000Z,2024,Falcon 9,7416.237414452354,LEO,KSC LC 39A,True,4,True,True,True,True,False
1018,2024-07-03T00:00:00.000Z,2024,Falcon Heavy,1592.4479952893212,PO,KSC LC 39A,True,5,True,True,True,True,False
1019,2024-07-03T00:00:00.000Z,2024,Falcon 9,721.5816435601766,SSO,VAFB SLC 4E,False,1,True,True,True,True,False
1020,2024-07-05T00:00:00.000Z,2024,Falcon 9,2439.6915530209244,LEO,VAFB SLC 4E,True,2,True,True,True,True,False
1021,2024-07-05T00:00:00.000Z,2024,Falcon Heavy,15669.691531867782,VLEO,KSC LC 39A,True,11,True,True,True,True,False
1022,2024-07-08T00:00:00.000Z,2024,Falcon 9,2624.4438912407004,ISS,KSC LC 39A,True,12,True,True,True,True,False
1023,2024-07-10T00:00:00.000Z,2024,Falcon 9,6217.545305052352,GTO,KSC LC 39A,True,11,True,True,True,True,False
1024,2024-07-10T00:00:00.000Z,2024,Falcon 9,5543.908394531168,GTO,KSC LC 39A,True,9,True,True,True,True,False
1025,2024-07-10T00:00:00.000Z,2024,Falcon 9,1829.557424667368,SSO,CCSFS SLC 40,False,1,True,True,True,True,False
1026,2024-07-10T00:00:00.000Z,2024,Falcon 9,3569.376275622827,ISS,CCSFS SLC 40,False,1,True,True,True,True,False
1027,2024-07-12T00:00:00.000Z,2024,Falcon 9,5995.182246423797,GTO,CCSFS SLC 40,True,2,True,True,True,True,False
1028,2024-07-12T00:00:00.000Z,2024,Falcon 9,992.8714879225847,SSO,VAFB SLC 4E,False,1,True,True,True,True,False
1029,2024-07-13T00:00:00.000Z,2024,Falcon 9,15615.418202530156,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
1030,2024-07-15T00:00:00.000Z,2024,Falcon 9,2736.2349995886384,ISS,VAFB SLC 4E,True,12,True,True,True,True,False
1031,2024-07-16T00:00:00.000Z,2024,Falcon 9,3454.140132890987,GTO,CCSFS SLC 40,True,2,True,True,True,True,False
1032,2024-07-16T00:00:00.000Z,2024,Falcon 9,50.0,LEO,CCSFS SLC 40,True,6,False,False,,False,False
1033,2024-07-17T00:00:00.000Z,2024,Falcon 9,6551.572804145249,LEO,KSC LC 39A,True,11,True,True,True,True,False
1034,2024-07-18T00:00:00.000Z,2024,Falcon 9,934.3268332655744,SSO,CCSFS SLC 40,False,1,True,True,True,True,False
1035,2024-07-18T00:00:00.000Z,2024,Falcon 9,8107.389895353119,LEO,CCSFS SLC 40,True,9,False,False,,True,False
1036,2024-07-19T00:00:00.000Z,2024,Falcon 9,4216.6492616036985,MEO,CCSFS SLC 40,True,6,True,True,True,True,False
1037,2024-07-19T00:00:00.000Z,2024,Falcon 9,2538.7874983738593,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
1038,2024-07-19T00:00:00.000Z,2024,Falcon 9,50.0,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
1039,2024-07-20T00:00:00.000Z,2024,Falcon 9,4297.244941143277,LEO,VAFB SLC 4E,True,12,False,False,,True,False
1040,2024-07-21T00:00:00.000Z,2024,Falcon 9,4556.5457993539,LEO,CCSFS SLC 40,True,2,True,True,True,True,False
1041,2024-07-21T00:00:00.000Z,2024,Falcon Heavy,2890.4436565943365,ISS,KSC LC 39A,True,10,True,True,True,True,False
1042,2024-07-21T00:00:00.000Z,2024,Falcon 9,544.7921986551268,PO,KSC LC 39A,True,7,True,True,True,True,False
1043,2024-07-21T00:00:00.000Z,2024,Falcon 9,11349.839301639719,LEO,KSC LC 39A,True,12,True,True,True,True,False
1044,2024-07-22T00:00:00.000Z,2024,Falcon 9,10917.9301886632,LEO,KSC LC 39A,True,3,True,True,True,False,False
1045,2024-07-22T00:00:00.000Z,2024,Falcon 9,4627.025387156364,LEO,CCSFS SLC 40,True,10,True,True,True,True,False
1046,2024-07-23T00:00:00.000Z,2024,Falcon 9,10362.788494927729,LEO,KSC LC 39A,True,11,False,False,,True,False
1047,2024-07-23T00:00:00.000Z,2024,Falcon 9,17077.360406467877,VLEO,CCSFS SLC 40,True,12,True,True,True,True,False
1048,2024-07-24T00:00:00.000Z,2024,Falcon 9,2080.813482476151,ISS,VAFB SLC 4E,True,12,True,True,True,True,False
1049,2024-07-27T00:00:00.000Z,2024,Falcon 9,4291.411753972356,LEO,CCSFS SLC 40,True,5,True,True,True,True,False
1050,2024-07-28T00:00:00.000Z,2024,Falcon 9,2674.0799962532533,ISS,CCSFS SLC 40,True,2,True,True,True,True,False
1051,2024-08-01T00:00:00.000Z,2024,Falcon 9,2266.9996581204123,ISS,KSC LC 39A,True,10,False,False,,True,False
1052,2024-08-01T00:00:00.000Z,2024,Falcon 9,2248.755307022284,SSO,CCSFS SLC 40,True,2,False,False,,True,False
1053,2024-08-02T00:00:00.000Z,2024,Falcon 9,6553.063891347923,GTO,CCSFS SLC 40,True,7,True,True,False,True,False
1054,2024-08-04T00:00:00.000Z,2024,Falcon 9,2118.099305091236,PO,CCSFS SLC 40,True,4,True,True,True,True,False
1055,2024-08-08T00:00:00.000Z,2024,Falcon 9,3954.125756816031,MEO,CCSFS SLC 40,True,4,True,True,True,True,False
1056,2024-08-10T00:00:00.000Z,2024,Falcon Heavy,8567.743383939385,LEO,KSC LC 39A,True,3,True,True,True,True,False
1057,2024-08-11T00:00:00.000Z,2024,Falcon 9,6039.180051548727,GTO,KSC LC 39A,True,4,True,True,True,True,False
1058,2024-08-13T00:00:00.000Z,2024,Falcon 9,7911.328148695692,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
1059,2024-08-14T00:00:00.000Z,2024,Falcon 9,10713.530840420044,LEO,VAFB SLC 4E,True,8,True,True,True,True,False
1060,2024-08-14T00:00:00.000Z,2024,Falcon 9,4153.2428738024755,LEO,VAFB SLC 4E,True,7,True,True,True,True,False
1061,2024-08-15T00:00:00.000Z,2024,Falcon 9,2277.5507560360484,ISS,KSC LC 39A,True,10,True,True,True,True,False
1062,2024-08-16T00:00:00.000Z,2024,Falcon 9,4047.769169236518,GTO,CCSFS SLC 40,True,6,True,True,False,True,False
1063,2024-08-16T00:00:00.000Z,2024,Falcon 9,10013.393200410705,LEO,KSC LC 39A,True,10,True,True,True,True,False
1064,2024-08-18T00:00:00.000Z,2024,Falcon 9,6627.62051579105,LEO,KSC LC 39A,True,8,True,True,True,True,False
1065,2024-08-21T00:00:00.000Z,2024,Falcon Heavy,10068.676797567445,LEO,KSC LC 39A,True,9,True,True,True,True,False
1066,2024-08-22T00:00:00.000Z,2024,Falcon 9,5918.939278845115,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
1067,2024-08-24T00:00:00.000Z,2024,Falcon 9,1042.5919749212624,SSO,VAFB SLC 4E,True,11,True,True,True,True,False
1068,2024-08-24T00:00:00.000Z,2024,Falcon 9,9696.265035629174,LEO,VAFB SLC 4E,True,12,True,True,True,True,False
1069,2024-08-25T00:00:00.000Z,2024,Falcon 9,,LEO,CCSFS SLC 40,True,4,True,True,True,True,False
